time,user_id,status_key,value,exam_id
2022-03-17 08:52:45,21,CHARACTERS_TYPED,0,0
2022-03-17 08:42:01,21,CHARACTERS_TYPED,0,0
2022-03-17 08:52:59,21,CHARACTERS_TYPED,0,0
2022-03-17 08:30:14,21,CHARACTERS_TYPED,0,0
2022-03-17 08:44:35,21,CHARACTERS_TYPED,0,0
2022-03-17 08:33:41,21,CHARACTERS_TYPED,0,0
2022-03-17 08:46:31,21,CHARACTERS_TYPED,0,0
2022-03-17 08:48:19,21,CHARACTERS_TYPED,0,0
2022-03-17 08:46:05,21,CHARACTERS_TYPED,0,0
2022-03-17 08:39:08,21,CHARACTERS_TYPED,0,0
2022-03-17 08:49:15,21,CHARACTERS_TYPED,0,0
2022-03-17 08:42:28,21,CHARACTERS_TYPED,0,0
2022-03-17 08:45:12,21,CHARACTERS_TYPED,0,0
2022-03-17 08:47:50,21,CHARACTERS_TYPED,0,0
2022-03-17 08:43:37,21,CHARACTERS_TYPED,0,0
2022-03-17 08:48:26,21,CHARACTERS_TYPED,0,0
2022-03-17 08:52:34,21,CHARACTERS_TYPED,0,0
2022-03-17 09:01:01,21,CHARACTERS_TYPED,0,0
2022-03-17 08:40:23,21,CHARACTERS_TYPED,0,0
2022-03-17 08:44:09,21,CHARACTERS_TYPED,0,0
2022-03-17 08:54:55,21,CHARACTERS_TYPED,0,0
2022-03-17 08:50:27,21,CHARACTERS_TYPED,0,0
2022-03-17 08:56:57,21,CHARACTERS_TYPED,0,0
2022-03-17 08:53:14,21,CHARACTERS_TYPED,0,0
2022-03-17 08:49:29,21,CHARACTERS_TYPED,0,0
2022-03-17 08:57:43,21,CHARACTERS_TYPED,0,0
2022-03-17 09:01:28,21,CHARACTERS_TYPED,0,0
2022-03-17 08:54:58,21,CHARACTERS_TYPED,0,0
2022-03-17 09:00:30,21,CHARACTERS_TYPED,0,0
2022-03-17 08:53:13,21,CHARACTERS_TYPED,0,0
2022-03-17 09:00:07,21,CHARACTERS_TYPED,0,0
2022-03-17 08:53:52,21,CHARACTERS_TYPED,0,0
2022-03-17 09:03:24,21,CHARACTERS_TYPED,0,0
2022-03-17 09:04:23,21,CHARACTERS_TYPED,0,0
2022-03-17 08:58:53,21,CHARACTERS_TYPED,0,0
2022-03-17 08:57:24,21,CHARACTERS_TYPED,0,0
2022-03-17 09:01:08,21,CHARACTERS_TYPED,0,0
2022-03-17 08:57:04,21,CHARACTERS_TYPED,0,0
2022-03-17 08:58:19,21,CHARACTERS_TYPED,0,0
2022-03-17 09:02:22,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:39,21,CHARACTERS_TYPED,0,0
2022-03-17 09:08:50,21,CHARACTERS_TYPED,0,0
2022-03-17 09:08:22,21,CHARACTERS_TYPED,0,0
2022-03-17 09:01:45,21,CHARACTERS_TYPED,0,0
2022-03-17 09:00:12,21,CHARACTERS_TYPED,0,0
2022-03-17 09:12:11,21,CHARACTERS_TYPED,0,0
2022-03-17 09:09:52,21,CHARACTERS_TYPED,0,0
2022-03-17 09:12:39,21,CHARACTERS_TYPED,0,0
2022-03-17 09:10:57,21,CHARACTERS_TYPED,0,0
2022-03-17 09:03:52,21,CHARACTERS_TYPED,0,0
2022-03-17 09:12:21,21,CHARACTERS_TYPED,0,0
2022-03-17 09:15:25,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:36,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:45,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:55,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:07,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:27,21,CHARACTERS_TYPED,0,0
2022-03-17 09:08:23,21,CHARACTERS_TYPED,0,0
2022-03-17 09:13:23,21,CHARACTERS_TYPED,0,0
2022-03-17 09:15:06,21,CHARACTERS_TYPED,0,0
2022-03-17 09:17:53,21,CHARACTERS_TYPED,0,0
2022-03-17 09:11:26,21,CHARACTERS_TYPED,0,0
2022-03-17 09:15:02,21,CHARACTERS_TYPED,0,0
2022-03-17 09:23:38,21,CHARACTERS_TYPED,0,0
2022-03-17 09:22:58,21,CHARACTERS_TYPED,0,0
2022-03-17 09:21:50,21,CHARACTERS_TYPED,0,0
2022-03-17 09:26:10,21,CHARACTERS_TYPED,0,0
2022-03-17 09:22:50,21,CHARACTERS_TYPED,0,0
2022-03-17 09:19:44,21,CHARACTERS_TYPED,0,0
2022-03-17 09:22:51,21,CHARACTERS_TYPED,0,0
2022-03-17 09:25:20,21,CHARACTERS_TYPED,0,0
2022-03-17 09:16:35,21,CHARACTERS_TYPED,0,0
2022-03-17 09:14:28,21,CHARACTERS_TYPED,0,0
2022-03-17 09:25:41,21,CHARACTERS_TYPED,0,0
2022-03-17 09:23:03,21,CHARACTERS_TYPED,0,0
2022-03-17 09:24:46,21,CHARACTERS_TYPED,0,0
2022-03-17 09:31:08,21,CHARACTERS_TYPED,0,0
2022-03-17 09:32:55,21,CHARACTERS_TYPED,0,0
2022-03-17 09:27:51,21,CHARACTERS_TYPED,0,0
2022-03-17 09:30:58,21,CHARACTERS_TYPED,0,0
2022-03-17 09:33:10,21,CHARACTERS_TYPED,0,0
2022-03-17 09:29:17,21,CHARACTERS_TYPED,0,0
2022-03-17 09:32:35,21,CHARACTERS_TYPED,0,0
2022-03-17 09:38:26,21,CHARACTERS_TYPED,0,0
2022-03-17 09:29:19,21,CHARACTERS_TYPED,0,0
2022-03-17 09:29:56,21,CHARACTERS_TYPED,0,0
2022-03-17 09:38:48,21,CHARACTERS_TYPED,0,0
2022-03-17 09:29:08,21,CHARACTERS_TYPED,0,0
2022-03-17 09:41:38,21,CHARACTERS_TYPED,0,0
2022-03-17 09:33:56,21,CHARACTERS_TYPED,0,0
2022-03-17 09:42:37,21,CHARACTERS_TYPED,0,0
2022-03-17 09:38:18,21,CHARACTERS_TYPED,0,0
2022-03-17 09:38:34,21,CHARACTERS_TYPED,0,0
2022-03-17 09:45:06,21,CHARACTERS_TYPED,0,0
2022-03-17 09:43:28,21,CHARACTERS_TYPED,0,0
2022-03-17 09:44:22,21,CHARACTERS_TYPED,0,0
2022-03-17 09:43:06,21,CHARACTERS_TYPED,0,0
2022-03-17 09:41:42,21,CHARACTERS_TYPED,0,0
2022-03-17 09:45:03,21,CHARACTERS_TYPED,0,0
2022-03-17 09:42:47,21,CHARACTERS_TYPED,0,0
2022-03-17 09:46:48,21,CHARACTERS_TYPED,0,0
2022-03-17 09:56:20,21,CHARACTERS_TYPED,0,0
2022-03-17 09:51:20,21,CHARACTERS_TYPED,0,0
2022-03-17 09:49:48,21,CHARACTERS_TYPED,0,0
2022-03-17 09:51:32,21,CHARACTERS_TYPED,0,0
2022-03-17 09:55:42,21,CHARACTERS_TYPED,0,0
2022-03-17 09:54:24,21,CHARACTERS_TYPED,0,0
2022-03-17 10:02:59,21,CHARACTERS_TYPED,0,0
2022-03-17 10:04:34,21,CHARACTERS_TYPED,0,0
2022-03-17 10:06:03,21,CHARACTERS_TYPED,0,0
2022-03-17 10:03:30,21,CHARACTERS_TYPED,0,0
2022-03-17 09:53:23,21,CHARACTERS_TYPED,0,0
